run_id,cell_id,status,platform,variant,comm_pattern,mode,matrix_id,matrix_path,matrix_sha256,family,family_params,budget_mib,topk,G,H,chunk_bytes,dtype,world_size,nnodes,ranks_per_node,fabric,ntokens,tokens_per_rank,iters,warmup_iters,sm_margin,deterministic,env_json,git_sha,git_dirty,wire_ratio,relay_ident_bytes,relay_balanced_bytes,correct_bitwise,correct_allclose,exit_code,start_ts,end_ts,log_dir,nsys_path,prof_path,notes
20260805-152810_perlmutter_5e06f5ed,hier_compress_union_uniform_b8_k8_isolated,ok,perlmutter,hier_compress_union,a2av_hier_compress,isolated,w32x4_uniform_b8_k8_id001,/pscratch/sd/y/yufeid/workspace/andrewy/a2av_test_matrices/generated/w32x4_uniform_b8_k8_id001.txt,aef3df7bfa7d54d9975a3562afa2b225748eec22b5f4f705a10592fbdad76f81,uniform,{},8,8,128,4096,8192,bfloat16,32,8,4,cxi,32768,1024,10,5,8,0,"{""CUDA_DEVICE_MAX_CONNECTIONS"": ""8"", ""FLUX_A2AV_BLOCKING_WIRE"": ""1"", ""FLUX_A2AV_EARLY_LAUNCH"": ""1"", ""FLUX_A2AV_MAX_RECV_NTOKENS"": ""163840"", ""FLUX_A2AV_MAX_RELAY_NTOKENS"": ""163840"", ""FLUX_A2AV_MAX_STAGE_NTOKENS"": ""163840"", ""FLUX_A2AV_UNION_BCAST"": ""1"", ""FLUX_EXTRA_TORCHRUN_ARGS"": ""--redirects 3 --log-dir /pscratch/sd/y/yufeid/workspace/andrewy/sweep_data/20260805-152810_perlmutter_5e06f5ed/cells/hier_compress_union_uniform_b8_k8_isolated/torchrun"", ""FLUX_SWEEP_ISOLATED_ITERS"": ""1"", ""FLUX_SWEEP_RECORD_DIR"": ""/pscratch/sd/y/yufeid/workspace/andrewy/sweep_data/20260805-152810_perlmutter_5e06f5ed/cells/hier_compress_union_uniform_b8_k8_isolated/records"", ""FLUX_TEST_DETERMINISTIC"": ""0"", ""NVSHMEM_SYMMETRIC_SIZE"": ""6G""}",a25eda6e5f5988aef898ac05eadc989d96273b17,1,0.971771240234375,469762048,469762048,0,1,0,2026-08-05T15:31:20Z,2026-08-05T15:31:40Z,/pscratch/sd/y/yufeid/workspace/andrewy/sweep_data/20260805-152810_perlmutter_5e06f5ed/cells/hier_compress_union_uniform_b8_k8_isolated,,,l0algos v1 8n32r iso: allgather(flux)+torch-rows vs a2av/hier/hier_compress/union/lb_union; EARLY_LAUNCH+BLOCKING_WIRE isolated-latency config; G=128; topk via --topk override
20260805-152810_perlmutter_5e06f5ed,hier_compress_lb_union_uniform_b8_k8_isolated,ok,perlmutter,hier_compress_lb_union,a2av_hier_compress,isolated,w32x4_uniform_b8_k8_id001,/pscratch/sd/y/yufeid/workspace/andrewy/a2av_test_matrices/generated/w32x4_uniform_b8_k8_id001.txt,aef3df7bfa7d54d9975a3562afa2b225748eec22b5f4f705a10592fbdad76f81,uniform,{},8,8,128,4096,8192,bfloat16,32,8,4,cxi,32768,1024,10,5,8,0,"{""CUDA_DEVICE_MAX_CONNECTIONS"": ""8"", ""FLUX_A2AV_BLOCKING_WIRE"": ""1"", ""FLUX_A2AV_EARLY_LAUNCH"": ""1"", ""FLUX_A2AV_LB_UNION"": ""1"", ""FLUX_A2AV_MAX_RECV_NTOKENS"": ""163840"", ""FLUX_A2AV_MAX_RELAY_NTOKENS"": ""163840"", ""FLUX_A2AV_MAX_STAGE_NTOKENS"": ""163840"", ""FLUX_EXTRA_TORCHRUN_ARGS"": ""--redirects 3 --log-dir /pscratch/sd/y/yufeid/workspace/andrewy/sweep_data/20260805-152810_perlmutter_5e06f5ed/cells/hier_compress_lb_union_uniform_b8_k8_isolated/torchrun"", ""FLUX_SWEEP_ISOLATED_ITERS"": ""1"", ""FLUX_SWEEP_RECORD_DIR"": ""/pscratch/sd/y/yufeid/workspace/andrewy/sweep_data/20260805-152810_perlmutter_5e06f5ed/cells/hier_compress_lb_union_uniform_b8_k8_isolated/records"", ""FLUX_TEST_DETERMINISTIC"": ""0"", ""NVSHMEM_SYMMETRIC_SIZE"": ""6G""}",a25eda6e5f5988aef898ac05eadc989d96273b17,1,0.971771240234375,469762048,469762048,0,1,0,2026-08-05T15:31:40Z,2026-08-05T15:31:58Z,/pscratch/sd/y/yufeid/workspace/andrewy/sweep_data/20260805-152810_perlmutter_5e06f5ed/cells/hier_compress_lb_union_uniform_b8_k8_isolated,,,l0algos v1 8n32r iso: allgather(flux)+torch-rows vs a2av/hier/hier_compress/union/lb_union; EARLY_LAUNCH+BLOCKING_WIRE isolated-latency config; G=128; topk via --topk override
20260805-152810_perlmutter_5e06f5ed,allgather_uniform_b32_k8_isolated,ok,perlmutter,allgather,allgather,isolated,w32x4_uniform_b32_k8_id001,/pscratch/sd/y/yufeid/workspace/andrewy/a2av_test_matrices/generated/w32x4_uniform_b32_k8_id001.txt,db97a8adefdfded0238838ee43b8db9ff6a7a1f93f7318be6b4ce2d3839bf353,uniform,{},32,8,128,4096,8192,bfloat16,32,8,4,cxi,131072,4096,10,5,8,0,"{""FLUX_A2AV_BLOCKING_WIRE"": ""1"", ""FLUX_A2AV_EARLY_LAUNCH"": ""1"", ""FLUX_A2AV_MAX_RECV_NTOKENS"": ""163840"", ""FLUX_A2AV_MAX_RELAY_NTOKENS"": ""163840"", ""FLUX_A2AV_MAX_STAGE_NTOKENS"": ""163840"", ""FLUX_EXTRA_TORCHRUN_ARGS"": ""--redirects 3 --log-dir /pscratch/sd/y/yufeid/workspace/andrewy/sweep_data/20260805-152810_perlmutter_5e06f5ed/cells/allgather_uniform_b32_k8_isolated/torchrun"", ""FLUX_SWEEP_ISOLATED_ITERS"": ""1"", ""FLUX_SWEEP_RECORD_DIR"": ""/pscratch/sd/y/yufeid/workspace/andrewy/sweep_data/20260805-152810_perlmutter_5e06f5ed/cells/allgather_uniform_b32_k8_isolated/records"", ""FLUX_TEST_DETERMINISTIC"": ""0"", ""NVSHMEM_SYMMETRIC_SIZE"": ""6G""}",a25eda6e5f5988aef898ac05eadc989d96273b17,1,,,,0,1,0,2026-08-05T15:31:58Z,2026-08-05T15:32:16Z,/pscratch/sd/y/yufeid/workspace/andrewy/sweep_data/20260805-152810_perlmutter_5e06f5ed/cells/allgather_uniform_b32_k8_isolated,,,l0algos v1 8n32r iso: allgather(flux)+torch-rows vs a2av/hier/hier_compress/union/lb_union; EARLY_LAUNCH+BLOCKING_WIRE isolated-latency config; G=128; topk via --topk override
20260805-152810_perlmutter_5e06f5ed,a2av_uniform_b32_k8_isolated,ok,perlmutter,a2av,a2av,isolated,w32x4_uniform_b32_k8_id001,/pscratch/sd/y/yufeid/workspace/andrewy/a2av_test_matrices/generated/w32x4_uniform_b32_k8_id001.txt,db97a8adefdfded0238838ee43b8db9ff6a7a1f93f7318be6b4ce2d3839bf353,uniform,{},32,8,128,4096,8192,bfloat16,32,8,4,cxi,131072,4096,10,5,8,0,"{""CUDA_DEVICE_MAX_CONNECTIONS"": ""8"", ""FLUX_A2AV_BLOCKING_WIRE"": ""1"", ""FLUX_A2AV_EARLY_LAUNCH"": ""1"", ""FLUX_A2AV_MAX_RECV_NTOKENS"": ""163840"", ""FLUX_A2AV_MAX_RELAY_NTOKENS"": ""163840"", ""FLUX_A2AV_MAX_STAGE_NTOKENS"": ""163840"", ""FLUX_EXTRA_TORCHRUN_ARGS"": ""--redirects 3 --log-dir /pscratch/sd/y/yufeid/workspace/andrewy/sweep_data/20260805-152810_perlmutter_5e06f5ed/cells/a2av_uniform_b32_k8_isolated/torchrun"", ""FLUX_SWEEP_ISOLATED_ITERS"": ""1"", ""FLUX_SWEEP_RECORD_DIR"": ""/pscratch/sd/y/yufeid/workspace/andrewy/sweep_data/20260805-152810_perlmutter_5e06f5ed/cells/a2av_uniform_b32_k8_isolated/records"", ""FLUX_TEST_DETERMINISTIC"": ""0"", ""NVSHMEM_SYMMETRIC_SIZE"": ""6G""}",a25eda6e5f5988aef898ac05eadc989d96273b17,1,,,,0,1,0,2026-08-05T15:32:16Z,2026-08-05T15:32:37Z,/pscratch/sd/y/yufeid/workspace/andrewy/sweep_data/20260805-152810_perlmutter_5e06f5ed/cells/a2av_uniform_b32_k8_isolated,,,l0algos v1 8n32r iso: allgather(flux)+torch-rows vs a2av/hier/hier_compress/union/lb_union; EARLY_LAUNCH+BLOCKING_WIRE isolated-latency config; G=128; topk via --topk override
20260805-152810_perlmutter_5e06f5ed,hier_uniform_b32_k8_isolated,ok,perlmutter,hier,a2av_hier,isolated,w32x4_uniform_b32_k8_id001,/pscratch/sd/y/yufeid/workspace/andrewy/a2av_test_matrices/generated/w32x4_uniform_b32_k8_id001.txt,db97a8adefdfded0238838ee43b8db9ff6a7a1f93f7318be6b4ce2d3839bf353,uniform,{},32,8,128,4096,8192,bfloat16,32,8,4,cxi,131072,4096,10,5,8,0,"{""CUDA_DEVICE_MAX_CONNECTIONS"": ""8"", ""FLUX_A2AV_BLOCKING_WIRE"": ""1"", ""FLUX_A2AV_EARLY_LAUNCH"": ""1"", ""FLUX_A2AV_MAX_RECV_NTOKENS"": ""163840"", ""FLUX_A2AV_MAX_RELAY_NTOKENS"": ""163840"", ""FLUX_A2AV_MAX_STAGE_NTOKENS"": ""163840"", ""FLUX_EXTRA_TORCHRUN_ARGS"": ""--redirects 3 --log-dir /pscratch/sd/y/yufeid/workspace/andrewy/sweep_data/20260805-152810_perlmutter_5e06f5ed/cells/hier_uniform_b32_k8_isolated/torchrun"", ""FLUX_SWEEP_ISOLATED_ITERS"": ""1"", ""FLUX_SWEEP_RECORD_DIR"": ""/pscratch/sd/y/yufeid/workspace/andrewy/sweep_data/20260805-152810_perlmutter_5e06f5ed/cells/hier_uniform_b32_k8_isolated/records"", ""FLUX_TEST_DETERMINISTIC"": ""0"", ""NVSHMEM_SYMMETRIC_SIZE"": ""6G""}",a25eda6e5f5988aef898ac05eadc989d96273b17,1,,,,0,1,0,2026-08-05T15:32:37Z,2026-08-05T15:33:01Z,/pscratch/sd/y/yufeid/workspace/andrewy/sweep_data/20260805-152810_perlmutter_5e06f5ed/cells/hier_uniform_b32_k8_isolated,,,l0algos v1 8n32r iso: allgather(flux)+torch-rows vs a2av/hier/hier_compress/union/lb_union; EARLY_LAUNCH+BLOCKING_WIRE isolated-latency config; G=128; topk via --topk override
20260805-152810_perlmutter_5e06f5ed,hier_compress_uniform_b32_k8_isolated,ok,perlmutter,hier_compress,a2av_hier_compress,isolated,w32x4_uniform_b32_k8_id001,/pscratch/sd/y/yufeid/workspace/andrewy/a2av_test_matrices/generated/w32x4_uniform_b32_k8_id001.txt,db97a8adefdfded0238838ee43b8db9ff6a7a1f93f7318be6b4ce2d3839bf353,uniform,{},32,8,128,4096,8192,bfloat16,32,8,4,cxi,131072,4096,10,5,8,0,"{""CUDA_DEVICE_MAX_CONNECTIONS"": ""8"", ""FLUX_A2AV_BLOCKING_WIRE"": ""1"", ""FLUX_A2AV_EARLY_LAUNCH"": ""1"", ""FLUX_A2AV_MAX_RECV_NTOKENS"": ""163840"", ""FLUX_A2AV_MAX_RELAY_NTOKENS"": ""163840"", ""FLUX_A2AV_MAX_STAGE_NTOKENS"": ""163840"", ""FLUX_EXTRA_TORCHRUN_ARGS"": ""--redirects 3 --log-dir /pscratch/sd/y/yufeid/workspace/andrewy/sweep_data/20260805-152810_perlmutter_5e06f5ed/cells/hier_compress_uniform_b32_k8_isolated/torchrun"", ""FLUX_SWEEP_ISOLATED_ITERS"": ""1"", ""FLUX_SWEEP_RECORD_DIR"": ""/pscratch/sd/y/yufeid/workspace/andrewy/sweep_data/20260805-152810_perlmutter_5e06f5ed/cells/hier_compress_uniform_b32_k8_isolated/records"", ""FLUX_TEST_DETERMINISTIC"": ""0"", ""NVSHMEM_SYMMETRIC_SIZE"": ""6G""}",a25eda6e5f5988aef898ac05eadc989d96273b17,1,0.9717750549316406,1879048192,1879048192,0,1,0,2026-08-05T15:33:01Z,2026-08-05T15:33:23Z,/pscratch/sd/y/yufeid/workspace/andrewy/sweep_data/20260805-152810_perlmutter_5e06f5ed/cells/hier_compress_uniform_b32_k8_isolated,,,l0algos v1 8n32r iso: allgather(flux)+torch-rows vs a2av/hier/hier_compress/union/lb_union; EARLY_LAUNCH+BLOCKING_WIRE isolated-latency config; G=128; topk via --topk override
20260805-152810_perlmutter_5e06f5ed,hier_compress_union_uniform_b32_k8_isolated,ok,perlmutter,hier_compress_union,a2av_hier_compress,isolated,w32x4_uniform_b32_k8_id001,/pscratch/sd/y/yufeid/workspace/andrewy/a2av_test_matrices/generated/w32x4_uniform_b32_k8_id001.txt,db97a8adefdfded0238838ee43b8db9ff6a7a1f93f7318be6b4ce2d3839bf353,uniform,{},32,8,128,4096,8192,bfloat16,32,8,4,cxi,131072,4096,10,5,8,0,"{""CUDA_DEVICE_MAX_CONNECTIONS"": ""8"", ""FLUX_A2AV_BLOCKING_WIRE"": ""1"", ""FLUX_A2AV_EARLY_LAUNCH"": ""1"", ""FLUX_A2AV_MAX_RECV_NTOKENS"": ""163840"", ""FLUX_A2AV_MAX_RELAY_NTOKENS"": ""163840"", ""FLUX_A2AV_MAX_STAGE_NTOKENS"": ""163840"", ""FLUX_A2AV_UNION_BCAST"": ""1"", ""FLUX_EXTRA_TORCHRUN_ARGS"": ""--redirects 3 --log-dir /pscratch/sd/y/yufeid/workspace/andrewy/sweep_data/20260805-152810_perlmutter_5e06f5ed/cells/hier_compress_union_uniform_b32_k8_isolated/torchrun"", ""FLUX_SWEEP_ISOLATED_ITERS"": ""1"", ""FLUX_SWEEP_RECORD_DIR"": ""/pscratch/sd/y/yufeid/workspace/andrewy/sweep_data/20260805-152810_perlmutter_5e06f5ed/cells/hier_compress_union_uniform_b32_k8_isolated/records"", ""FLUX_TEST_DETERMINISTIC"": ""0"", ""NVSHMEM_SYMMETRIC_SIZE"": ""6G""}",a25eda6e5f5988aef898ac05eadc989d96273b17,1,0.9717750549316406,1879048192,1879048192,0,1,0,2026-08-05T15:33:23Z,2026-08-05T15:33:43Z,/pscratch/sd/y/yufeid/workspace/andrewy/sweep_data/20260805-152810_perlmutter_5e06f5ed/cells/hier_compress_union_uniform_b32_k8_isolated,,,l0algos v1 8n32r iso: allgather(flux)+torch-rows vs a2av/hier/hier_compress/union/lb_union; EARLY_LAUNCH+BLOCKING_WIRE isolated-latency config; G=128; topk via --topk override
20260805-152810_perlmutter_5e06f5ed,hier_compress_lb_union_uniform_b32_k8_isolated,ok,perlmutter,hier_compress_lb_union,a2av_hier_compress,isolated,w32x4_uniform_b32_k8_id001,/pscratch/sd/y/yufeid/workspace/andrewy/a2av_test_matrices/generated/w32x4_uniform_b32_k8_id001.txt,db97a8adefdfded0238838ee43b8db9ff6a7a1f93f7318be6b4ce2d3839bf353,uniform,{},32,8,128,4096,8192,bfloat16,32,8,4,cxi,131072,4096,10,5,8,0,"{""CUDA_DEVICE_MAX_CONNECTIONS"": ""8"", ""FLUX_A2AV_BLOCKING_WIRE"": ""1"", ""FLUX_A2AV_EARLY_LAUNCH"": ""1"", ""FLUX_A2AV_LB_UNION"": ""1"", ""FLUX_A2AV_MAX_RECV_NTOKENS"": ""163840"", ""FLUX_A2AV_MAX_RELAY_NTOKENS"": ""163840"", ""FLUX_A2AV_MAX_STAGE_NTOKENS"": ""163840"", ""FLUX_EXTRA_TORCHRUN_ARGS"": ""--redirects 3 --log-dir /pscratch/sd/y/yufeid/workspace/andrewy/sweep_data/20260805-152810_perlmutter_5e06f5ed/cells/hier_compress_lb_union_uniform_b32_k8_isolated/torchrun"", ""FLUX_SWEEP_ISOLATED_ITERS"": ""1"", ""FLUX_SWEEP_RECORD_DIR"": ""/pscratch/sd/y/yufeid/workspace/andrewy/sweep_data/20260805-152810_perlmutter_5e06f5ed/cells/hier_compress_lb_union_uniform_b32_k8_isolated/records"", ""FLUX_TEST_DETERMINISTIC"": ""0"", ""NVSHMEM_SYMMETRIC_SIZE"": ""6G""}",a25eda6e5f5988aef898ac05eadc989d96273b17,1,0.9717750549316406,1879048192,1879048192,0,1,0,2026-08-05T15:33:43Z,2026-08-05T15:34:05Z,/pscratch/sd/y/yufeid/workspace/andrewy/sweep_data/20260805-152810_perlmutter_5e06f5ed/cells/hier_compress_lb_union_uniform_b32_k8_isolated,,,l0algos v1 8n32r iso: allgather(flux)+torch-rows vs a2av/hier/hier_compress/union/lb_union; EARLY_LAUNCH+BLOCKING_WIRE isolated-latency config; G=128; topk via --topk override
20260805-152810_perlmutter_5e06f5ed,allgather_remotefrac-2ac591_b2_k8_isolated,ok,perlmutter,allgather,allgather,isolated,w32x4_remotefrac-e1b501_b2_k8_id001,/pscratch/sd/y/yufeid/workspace/andrewy/a2av_test_matrices/generated/w32x4_remotefrac-e1b501_b2_k8_id001.txt,5dc49d6a2f508194b5fb7714f1aa8821c2bbe7b8a3457bb6800a441e35f0f08b,remotefrac,"{""fracs"": [0.01, 0.05, 0.3, 0.99]}",2,8,128,4096,8192,bfloat16,32,8,4,cxi,8192,256,10,5,8,0,"{""FLUX_A2AV_BLOCKING_WIRE"": ""1"", ""FLUX_A2AV_EARLY_LAUNCH"": ""1"", ""FLUX_A2AV_MAX_RECV_NTOKENS"": ""163840"", ""FLUX_A2AV_MAX_RELAY_NTOKENS"": ""163840"", ""FLUX_A2AV_MAX_STAGE_NTOKENS"": ""163840"", ""FLUX_EXTRA_TORCHRUN_ARGS"": ""--redirects 3 --log-dir /pscratch/sd/y/yufeid/workspace/andrewy/sweep_data/20260805-152810_perlmutter_5e06f5ed/cells/allgather_remotefrac-2ac591_b2_k8_isolated/torchrun"", ""FLUX_SWEEP_ISOLATED_ITERS"": ""1"", ""FLUX_SWEEP_RECORD_DIR"": ""/pscratch/sd/y/yufeid/workspace/andrewy/sweep_data/20260805-152810_perlmutter_5e06f5ed/cells/allgather_remotefrac-2ac591_b2_k8_isolated/records"", ""FLUX_TEST_DETERMINISTIC"": ""0"", ""NVSHMEM_SYMMETRIC_SIZE"": ""6G""}",a25eda6e5f5988aef898ac05eadc989d96273b17,1,,,,0,1,0,2026-08-05T15:34:05Z,2026-08-05T15:34:21Z,/pscratch/sd/y/yufeid/workspace/andrewy/sweep_data/20260805-152810_perlmutter_5e06f5ed/cells/allgather_remotefrac-2ac591_b2_k8_isolated,,,l0algos v1 8n32r iso: allgather(flux)+torch-rows vs a2av/hier/hier_compress/union/lb_union; EARLY_LAUNCH+BLOCKING_WIRE isolated-latency config; G=128; topk via --topk override
20260805-152810_perlmutter_5e06f5ed,a2av_remotefrac-2ac591_b2_k8_isolated,ok,perlmutter,a2av,a2av,isolated,w32x4_remotefrac-e1b501_b2_k8_id001,/pscratch/sd/y/yufeid/workspace/andrewy/a2av_test_matrices/generated/w32x4_remotefrac-e1b501_b2_k8_id001.txt,5dc49d6a2f508194b5fb7714f1aa8821c2bbe7b8a3457bb6800a441e35f0f08b,remotefrac,"{""fracs"": [0.01, 0.05, 0.3, 0.99]}",2,8,128,4096,8192,bfloat16,32,8,4,cxi,8192,256,10,5,8,0,"{""CUDA_DEVICE_MAX_CONNECTIONS"": ""8"", ""FLUX_A2AV_BLOCKING_WIRE"": ""1"", ""FLUX_A2AV_EARLY_LAUNCH"": ""1"", ""FLUX_A2AV_MAX_RECV_NTOKENS"": ""163840"", ""FLUX_A2AV_MAX_RELAY_NTOKENS"": ""163840"", ""FLUX_A2AV_MAX_STAGE_NTOKENS"": ""163840"", ""FLUX_EXTRA_TORCHRUN_ARGS"": ""--redirects 3 --log-dir /pscratch/sd/y/yufeid/workspace/andrewy/sweep_data/20260805-152810_perlmutter_5e06f5ed/cells/a2av_remotefrac-2ac591_b2_k8_isolated/torchrun"", ""FLUX_SWEEP_ISOLATED_ITERS"": ""1"", ""FLUX_SWEEP_RECORD_DIR"": ""/pscratch/sd/y/yufeid/workspace/andrewy/sweep_data/20260805-152810_perlmutter_5e06f5ed/cells/a2av_remotefrac-2ac591_b2_k8_isolated/records"", ""FLUX_TEST_DETERMINISTIC"": ""0"", ""NVSHMEM_SYMMETRIC_SIZE"": ""6G""}",a25eda6e5f5988aef898ac05eadc989d96273b17,1,,,,0,1,0,2026-08-05T15:34:21Z,2026-08-05T15:34:40Z,/pscratch/sd/y/yufeid/workspace/andrewy/sweep_data/20260805-152810_perlmutter_5e06f5ed/cells/a2av_remotefrac-2ac591_b2_k8_isolated,,,l0algos v1 8n32r iso: allgather(flux)+torch-rows vs a2av/hier/hier_compress/union/lb_union; EARLY_LAUNCH+BLOCKING_WIRE isolated-latency config; G=128; topk via --topk override
20260805-152810_perlmutter_5e06f5ed,hier_remotefrac-2ac591_b2_k8_isolated,ok,perlmutter,hier,a2av_hier,isolated,w32x4_remotefrac-e1b501_b2_k8_id001,/pscratch/sd/y/yufeid/workspace/andrewy/a2av_test_matrices/generated/w32x4_remotefrac-e1b501_b2_k8_id001.txt,5dc49d6a2f508194b5fb7714f1aa8821c2bbe7b8a3457bb6800a441e35f0f08b,remotefrac,"{""fracs"": [0.01, 0.05, 0.3, 0.99]}",2,8,128,4096,8192,bfloat16,32,8,4,cxi,8192,256,10,5,8,0,"{""CUDA_DEVICE_MAX_CONNECTIONS"": ""8"", ""FLUX_A2AV_BLOCKING_WIRE"": ""1"", ""FLUX_A2AV_EARLY_LAUNCH"": ""1"", ""FLUX_A2AV_MAX_RECV_NTOKENS"": ""163840"", ""FLUX_A2AV_MAX_RELAY_NTOKENS"": ""163840"", ""FLUX_A2AV_MAX_STAGE_NTOKENS"": ""163840"", ""FLUX_EXTRA_TORCHRUN_ARGS"": ""--redirects 3 --log-dir /pscratch/sd/y/yufeid/workspace/andrewy/sweep_data/20260805-152810_perlmutter_5e06f5ed/cells/hier_remotefrac-2ac591_b2_k8_isolated/torchrun"", ""FLUX_SWEEP_ISOLATED_ITERS"": ""1"", ""FLUX_SWEEP_RECORD_DIR"": ""/pscratch/sd/y/yufeid/workspace/andrewy/sweep_data/20260805-152810_perlmutter_5e06f5ed/cells/hier_remotefrac-2ac591_b2_k8_isolated/records"", ""FLUX_TEST_DETERMINISTIC"": ""0"", ""NVSHMEM_SYMMETRIC_SIZE"": ""6G""}",a25eda6e5f5988aef898ac05eadc989d96273b17,1,,,,0,1,0,2026-08-05T15:34:40Z,2026-08-05T15:35:01Z,/pscratch/sd/y/yufeid/workspace/andrewy/sweep_data/20260805-152810_perlmutter_5e06f5ed/cells/hier_remotefrac-2ac591_b2_k8_isolated,,,l0algos v1 8n32r iso: allgather(flux)+torch-rows vs a2av/hier/hier_compress/union/lb_union; EARLY_LAUNCH+BLOCKING_WIRE isolated-latency config; G=128; topk via --topk override
20260805-152810_perlmutter_5e06f5ed,hier_compress_remotefrac-2ac591_b2_k8_isolated,ok,perlmutter,hier_compress,a2av_hier_compress,isolated,w32x4_remotefrac-e1b501_b2_k8_id001,/pscratch/sd/y/yufeid/workspace/andrewy/a2av_test_matrices/generated/w32x4_remotefrac-e1b501_b2_k8_id001.txt,5dc49d6a2f508194b5fb7714f1aa8821c2bbe7b8a3457bb6800a441e35f0f08b,remotefrac,"{""fracs"": [0.01, 0.05, 0.3, 0.99]}",2,8,128,4096,8192,bfloat16,32,8,4,cxi,8192,256,10,5,8,0,"{""CUDA_DEVICE_MAX_CONNECTIONS"": ""8"", ""FLUX_A2AV_BLOCKING_WIRE"": ""1"", ""FLUX_A2AV_EARLY_LAUNCH"": ""1"", ""FLUX_A2AV_MAX_RECV_NTOKENS"": ""163840"", ""FLUX_A2AV_MAX_RELAY_NTOKENS"": ""163840"", ""FLUX_A2AV_MAX_STAGE_NTOKENS"": ""163840"", ""FLUX_EXTRA_TORCHRUN_ARGS"": ""--redirects 3 --log-dir /pscratch/sd/y/yufeid/workspace/andrewy/sweep_data/20260805-152810_perlmutter_5e06f5ed/cells/hier_compress_remotefrac-2ac591_b2_k8_isolated/torchrun"", ""FLUX_SWEEP_ISOLATED_ITERS"": ""1"", ""FLUX_SWEEP_RECORD_DIR"": ""/pscratch/sd/y/yufeid/workspace/andrewy/sweep_data/20260805-152810_perlmutter_5e06f5ed/cells/hier_compress_remotefrac-2ac591_b2_k8_isolated/records"", ""FLUX_TEST_DETERMINISTIC"": ""0"", ""NVSHMEM_SYMMETRIC_SIZE"": ""6G""}",a25eda6e5f5988aef898ac05eadc989d96273b17,1,0.5928955078125,117440512,41484288,0,1,0,2026-08-05T15:35:01Z,2026-08-05T15:35:20Z,/pscratch/sd/y/yufeid/workspace/andrewy/sweep_data/20260805-152810_perlmutter_5e06f5ed/cells/hier_compress_remotefrac-2ac591_b2_k8_isolated,,,l0algos v1 8n32r iso: allgather(flux)+torch-rows vs a2av/hier/hier_compress/union/lb_union; EARLY_LAUNCH+BLOCKING_WIRE isolated-latency config; G=128; topk via --topk override
20260805-152810_perlmutter_5e06f5ed,hier_compress_union_remotefrac-2ac591_b2_k8_isolated,ok,perlmutter,hier_compress_union,a2av_hier_compress,isolated,w32x4_remotefrac-e1b501_b2_k8_id001,/pscratch/sd/y/yufeid/workspace/andrewy/a2av_test_matrices/generated/w32x4_remotefrac-e1b501_b2_k8_id001.txt,5dc49d6a2f508194b5fb7714f1aa8821c2bbe7b8a3457bb6800a441e35f0f08b,remotefrac,"{""fracs"": [0.01, 0.05, 0.3, 0.99]}",2,8,128,4096,8192,bfloat16,32,8,4,cxi,8192,256,10,5,8,0,"{""CUDA_DEVICE_MAX_CONNECTIONS"": ""8"", ""FLUX_A2AV_BLOCKING_WIRE"": ""1"", ""FLUX_A2AV_EARLY_LAUNCH"": ""1"", ""FLUX_A2AV_MAX_RECV_NTOKENS"": ""163840"", ""FLUX_A2AV_MAX_RELAY_NTOKENS"": ""163840"", ""FLUX_A2AV_MAX_STAGE_NTOKENS"": ""163840"", ""FLUX_A2AV_UNION_BCAST"": ""1"", ""FLUX_EXTRA_TORCHRUN_ARGS"": ""--redirects 3 --log-dir /pscratch/sd/y/yufeid/workspace/andrewy/sweep_data/20260805-152810_perlmutter_5e06f5ed/cells/hier_compress_union_remotefrac-2ac591_b2_k8_isolated/torchrun"", ""FLUX_SWEEP_ISOLATED_ITERS"": ""1"", ""FLUX_SWEEP_RECORD_DIR"": ""/pscratch/sd/y/yufeid/workspace/andrewy/sweep_data/20260805-152810_perlmutter_5e06f5ed/cells/hier_compress_union_remotefrac-2ac591_b2_k8_isolated/records"", ""FLUX_TEST_DETERMINISTIC"": ""0"", ""NVSHMEM_SYMMETRIC_SIZE"": ""6G""}",a25eda6e5f5988aef898ac05eadc989d96273b17,1,0.5928955078125,117440512,41484288,0,1,0,2026-08-05T15:35:20Z,2026-08-05T15:35:38Z,/pscratch/sd/y/yufeid/workspace/andrewy/sweep_data/20260805-152810_perlmutter_5e06f5ed/cells/hier_compress_union_remotefrac-2ac591_b2_k8_isolated,,,l0algos v1 8n32r iso: allgather(flux)+torch-rows vs a2av/hier/hier_compress/union/lb_union; EARLY_LAUNCH+BLOCKING_WIRE isolated-latency config; G=128; topk via --topk override
